id_report,nome,cod_azienda,valore,cod_anno
105,N_uomini_dipendenti,106,1388.0,1
106,N_uomini_dipendenti,107,578.0,1
107,N_uomini_dipendenti,108,1226.0,1
108,N_uomini_dipendenti,109,1903.0,1
109,N_uomini_dipendenti,110,657.0,1
110,N_uomini_dipendenti,111,3621.0,1
111,N_uomini_dipendenti,112,295.0,1
112,N_uomini_dipendenti,113,6730.0,1
113,N_uomini_dipendenti,114,5109.0,1
114,N_uomini_dipendenti,115,305.0,1
115,N_uomini_dipendenti,116,12963.0,1
116,N_uomini_dipendenti,117,509.0,1
117,N_uomini_dipendenti,118,5186.0,1
118,N_uomini_dipendenti,119,2037.0,1
119,N_uomini_dipendenti,120,398.0,1
120,N_uomini_dipendenti,121,74.0,1
121,N_uomini_dipendenti,122,1356.0,1
122,N_uomini_dipendenti,123,5671.0,1
123,N_uomini_dipendenti,124,40860.0,1
124,N_uomini_dipendenti,125,552.0,1
125,N_uomini_dipendenti,126,6162.0,1
126,N_uomini_dipendenti,127,239.0,1
127,N_uomini_dipendenti,128,3517.0,1
128,N_uomini_dipendenti,129,216.0,1
129,N_uomini_dipendenti,130,1249.0,1
130,N_uomini_dipendenti,131,418.0,1
131,N_uomini_dipendenti,132,1219.0,1
132,N_uomini_dipendenti,133,491.0,1
133,N_uomini_dipendenti,134,672.0,1
134,N_uomini_dipendenti,135,387.0,1
135,N_uomini_dipendenti,136,40516.0,1
136,N_uomini_dipendenti,137,1827.0,1
137,N_uomini_dipendenti,138,5078.0,1
138,N_uomini_dipendenti,139,576.0,1
139,N_uomini_dipendenti,140,2024.0,1
140,N_uomini_dipendenti,141,2582.0,1
141,N_uomini_dipendenti,142,2862.0,1
142,N_uomini_dipendenti,143,355.0,1
143,N_uomini_dipendenti,144,852.0,1
144,N_uomini_dipendenti,145,1314.0,1
145,N_uomini_dipendenti,146,543.0,1
146,N_uomini_dipendenti,147,833.0,1
147,N_uomini_dipendenti,148,1061.0,1
148,N_uomini_dipendenti,149,353.0,1
149,N_uomini_dipendenti,150,120.0,1
150,N_uomini_dipendenti,151,1074.0,1
151,N_uomini_dipendenti,152,1380.0,1
152,N_uomini_dipendenti,153,1395.0,1
153,N_uomini_dipendenti,154,4924.0,1
154,N_uomini_dipendenti,155,538.0,1
155,N_uomini_dipendenti,156,935.0,1
156,N_uomini_dipendenti,157,321.0,1
157,N_uomini_dipendenti,158,27051.0,1
158,N_uomini_dipendenti,159,58390.0,1
159,N_uomini_dipendenti,160,1356.0,1
160,N_uomini_dipendenti,161,23677.0,1
161,N_uomini_dipendenti,162,7303.0,1
162,N_uomini_dipendenti,163,504.0,1
163,N_uomini_dipendenti,164,284.0,1
164,N_uomini_dipendenti,165,1817.0,1
165,N_uomini_dipendenti,166,1968.0,1
166,N_uomini_dipendenti,167,2456.0,1
167,N_uomini_dipendenti,168,1603.0,1
168,N_uomini_dipendenti,169,5878.0,1
169,N_uomini_dipendenti,170,657.0,1
170,N_uomini_dipendenti,171,694.0,1
171,N_uomini_dipendenti,172,2203.0,1
172,N_uomini_dipendenti,173,28854.0,1
173,N_uomini_dipendenti,174,22073.0,1
174,N_uomini_dipendenti,175,1419.0,1
175,N_uomini_dipendenti,176,364.0,1
176,N_uomini_dipendenti,177,1506.0,1
177,N_uomini_dipendenti,178,2050.0,1
178,N_uomini_dipendenti,179,543.0,1
179,N_uomini_dipendenti,180,1500.0,1
180,N_uomini_dipendenti,181,1258.0,1
181,N_uomini_dipendenti,182,842.0,1
182,N_uomini_dipendenti,183,724.0,1
183,N_uomini_dipendenti,184,469.0,1
184,N_uomini_dipendenti,185,2584.0,1
185,N_uomini_dipendenti,186,1057.0,1
186,N_uomini_dipendenti,187,5045.0,1
187,N_uomini_dipendenti,188,2585.0,1
188,N_uomini_dipendenti,189,419.0,1
189,N_uomini_dipendenti,190,1417.0,1
190,N_uomini_dipendenti,191,1515.0,1
191,N_uomini_dipendenti,192,3334.0,1
192,N_uomini_dipendenti,193,792.0,1
193,N_uomini_dipendenti,194,34772.0,1
194,N_uomini_dipendenti,195,562.0,1
195,N_uomini_dipendenti,196,249.0,1
196,N_uomini_dipendenti,197,1700.0,1
197,N_uomini_dipendenti,198,428.0,1
198,N_uomini_dipendenti,199,2263.0,1
199,N_uomini_dipendenti,200,5408.0,1
200,N_uomini_dipendenti,201,579.0,1
201,N_uomini_dipendenti,202,11343.0,1
202,N_uomini_dipendenti,203,52354.0,1
203,N_uomini_dipendenti,204,2638.0,1
204,N_uomini_dipendenti,205,5658.0,1
205,N_uomini_dipendenti,206,1216.0,1
206,N_uomini_dipendenti,207,2671.0,1
207,N_uomini_dipendenti,208,137.0,1
208,N_uomini_dipendenti,209,401.0,1
209,N_uomini_dipendenti,210,1242.0,1
210,N_donne_dipendenti,1,354.0,1
211,N_donne_dipendenti,2,142.0,1
212,N_donne_dipendenti,4,1286.0,1
213,N_donne_dipendenti,5,70.0,1
214,N_donne_dipendenti,6,233.0,1
215,N_donne_dipendenti,7,1042.0,1
216,N_donne_dipendenti,8,267.0,1
217,N_donne_dipendenti,9,967.0,1
218,N_donne_dipendenti,10,177.0,1
219,N_donne_dipendenti,11,122.0,1
220,N_donne_dipendenti,12,578.0,1
221,N_donne_dipendenti,13,261.0,1
222,N_donne_dipendenti,14,230.0,1
223,N_donne_dipendenti,15,7854.0,1
224,N_donne_dipendenti,16,899.0,1
225,N_donne_dipendenti,17,1251.0,1
226,N_donne_dipendenti,18,105.0,1
227,N_donne_dipendenti,19,35933.0,1
228,N_donne_dipendenti,20,561.0,1
229,N_donne_dipendenti,21,1000.0,1
230,N_donne_dipendenti,22,9847.0,1
231,N_donne_dipendenti,23,37233.0,1
232,N_donne_dipendenti,24,133.0,1
233,N_donne_dipendenti,25,912.0,1
234,N_donne_dipendenti,26,458.0,1
235,N_donne_dipendenti,27,313.0,1
236,N_donne_dipendenti,28,1867.0,1
237,N_donne_dipendenti,29,250.0,1
238,N_donne_dipendenti,30,193.0,1
239,N_donne_dipendenti,31,241.0,1
240,N_donne_dipendenti,32,240.0,1
241,N_donne_dipendenti,33,467.0,1
242,N_donne_dipendenti,34,946.0,1
243,N_donne_dipendenti,35,1471.0,1
244,N_donne_dipendenti,36,11075.0,1
245,N_donne_dipendenti,37,5914.0,1
246,N_donne_dipendenti,38,558.0,1
247,N_donne_dipendenti,39,738.0,1
248,N_donne_dipendenti,40,375.0,1
249,N_donne_dipendenti,41,297.0,1
250,N_donne_dipendenti,42,2256.0,1
251,N_donne_dipendenti,43,202.0,1
252,N_donne_dipendenti,44,9838.0,1
253,N_donne_dipendenti,45,871.0,1
254,N_donne_dipendenti,46,514.0,1
255,N_donne_dipendenti,47,449.0,1
256,N_donne_dipendenti,48,230.0,1
257,N_donne_dipendenti,49,5478.0,1
258,N_donne_dipendenti,50,92.0,1
259,N_donne_dipendenti,51,508.0,1
260,N_donne_dipendenti,52,6117.0,1
261,N_donne_dipendenti,53,1793.0,1
262,N_donne_dipendenti,54,1314.0,1
263,N_donne_dipendenti,55,1427.0,1
264,N_donne_dipendenti,56,1819.0,1
265,N_donne_dipendenti,57,179.0,1
266,N_donne_dipendenti,58,247.0,1
267,N_donne_dipendenti,59,609.0,1
268,N_donne_dipendenti,60,282.0,1
269,N_donne_dipendenti,61,4603.0,1
270,N_donne_dipendenti,62,85.0,1
271,N_donne_dipendenti,63,1030.0,1
272,N_donne_dipendenti,64,1070.0,1
273,N_donne_dipendenti,65,644.0,1
274,N_donne_dipendenti,66,182.0,1
275,N_donne_dipendenti,67,390.0,1
276,N_donne_dipendenti,68,1586.0,1
277,N_donne_dipendenti,69,8595.0,1
278,N_donne_dipendenti,70,1028.0,1
279,N_donne_dipendenti,71,73.0,1
280,N_donne_dipendenti,72,4884.0,1
281,N_donne_dipendenti,73,2246.0,1
282,N_donne_dipendenti,74,1422.0,1
283,N_donne_dipendenti,75,482.0,1
284,N_donne_dipendenti,76,1140.0,1
285,N_donne_dipendenti,77,1170.0,1
286,N_donne_dipendenti,78,1367.0,1
287,N_donne_dipendenti,79,9.0,1
288,N_donne_dipendenti,80,3881.0,1
289,N_donne_dipendenti,81,877.0,1
290,N_donne_dipendenti,82,286.0,1
291,N_donne_dipendenti,83,1341.0,1
292,N_donne_dipendenti,84,286.0,1
293,N_donne_dipendenti,85,1104.0,1
294,N_donne_dipendenti,86,100.0,1
295,N_donne_dipendenti,87,360.0,1
296,N_donne_dipendenti,88,1246.0,1
297,N_donne_dipendenti,89,744.0,1
298,N_donne_dipendenti,90,828.0,1
299,N_donne_dipendenti,91,14320.0,1
300,N_donne_dipendenti,92,7590.0,1
301,N_donne_dipendenti,93,157.0,1
302,N_donne_dipendenti,94,721.0,1
303,N_donne_dipendenti,95,10637.0,1
304,N_donne_dipendenti,96,608.0,1
305,N_donne_dipendenti,97,4729.0,1
306,N_donne_dipendenti,98,1148.0,1
307,N_donne_dipendenti,99,112.0,1
308,N_donne_dipendenti,100,14655.0,1
309,N_donne_dipendenti,101,365.0,1
310,N_donne_dipendenti,102,2609.0,1
311,N_donne_dipendenti,103,519.0,1
312,N_donne_dipendenti,104,305.0,1
313,N_donne_dipendenti,105,1050.0,1
314,N_donne_dipendenti,106,833.0,1
315,N_donne_dipendenti,107,251.0,1
316,N_donne_dipendenti,108,3546.0,1
317,N_donne_dipendenti,109,3442.0,1
318,N_donne_dipendenti,110,1349.0,1
319,N_donne_dipendenti,111,1143.0,1
320,N_donne_dipendenti,112,231.0,1
321,N_donne_dipendenti,113,2441.0,1
322,N_donne_dipendenti,114,1050.0,1
323,N_donne_dipendenti,115,425.0,1
324,N_donne_dipendenti,116,9201.0,1
325,N_donne_dipendenti,117,396.0,1
326,N_donne_dipendenti,118,1366.0,1
327,N_donne_dipendenti,119,302.0,1
328,N_donne_dipendenti,120,174.0,1
329,N_donne_dipendenti,121,48.0,1
330,N_donne_dipendenti,122,2373.0,1
331,N_donne_dipendenti,123,1185.0,1
332,N_donne_dipendenti,124,47822.0,1
333,N_donne_dipendenti,125,73.0,1
334,N_donne_dipendenti,126,1940.0,1
335,N_donne_dipendenti,127,104.0,1
336,N_donne_dipendenti,128,579.0,1
337,N_donne_dipendenti,129,331.0,1
338,N_donne_dipendenti,130,470.0,1
339,N_donne_dipendenti,131,320.0,1
340,N_donne_dipendenti,132,1396.0,1
341,N_donne_dipendenti,133,508.0,1
342,N_donne_dipendenti,134,174.0,1
343,N_donne_dipendenti,135,184.0,1
344,N_donne_dipendenti,136,9014.0,1
345,N_donne_dipendenti,137,785.0,1
346,N_donne_dipendenti,138,1269.0,1
347,N_donne_dipendenti,139,247.0,1
348,N_donne_dipendenti,140,1196.0,1
349,N_donne_dipendenti,141,2402.0,1
350,N_donne_dipendenti,142,2058.0,1
351,N_donne_dipendenti,143,576.0,1
352,N_donne_dipendenti,144,419.0,1
353,N_donne_dipendenti,145,3255.0,1
354,N_donne_dipendenti,146,396.0,1
355,N_donne_dipendenti,147,263.0,1
356,N_donne_dipendenti,148,916.0,1
357,N_donne_dipendenti,149,105.0,1
358,N_donne_dipendenti,150,515.0,1
359,N_donne_dipendenti,151,471.0,1
360,N_donne_dipendenti,152,5072.0,1
361,N_donne_dipendenti,153,592.0,1
362,N_donne_dipendenti,154,1298.0,1
363,N_donne_dipendenti,155,134.0,1
364,N_donne_dipendenti,156,166.0,1
365,N_donne_dipendenti,157,847.0,1
366,N_donne_dipendenti,158,4524.0,1
367,N_donne_dipendenti,159,68055.0,1
368,N_donne_dipendenti,160,233.0,1
369,N_donne_dipendenti,161,4749.0,1
370,N_donne_dipendenti,162,5598.0,1
371,N_donne_dipendenti,163,111.0,1
372,N_donne_dipendenti,164,565.0,1
373,N_donne_dipendenti,165,1436.0,1
374,N_donne_dipendenti,166,1750.0,1
375,N_donne_dipendenti,167,2015.0,1
376,N_donne_dipendenti,168,163.0,1
377,N_donne_dipendenti,169,2279.0,1
378,N_donne_dipendenti,170,378.0,1
379,N_donne_dipendenti,171,293.0,1
380,N_donne_dipendenti,172,3551.0,1
381,N_donne_dipendenti,173,3674.0,1
382,N_donne_dipendenti,174,2453.0,1
383,N_donne_dipendenti,175,2858.0,1
384,N_donne_dipendenti,176,248.0,1
385,N_donne_dipendenti,177,239.0,1
386,N_donne_dipendenti,178,803.0,1
387,N_donne_dipendenti,179,128.0,1
388,N_donne_dipendenti,180,2125.0,1
389,N_donne_dipendenti,181,642.0,1
390,N_donne_dipendenti,182,1358.0,1
391,N_donne_dipendenti,183,231.0,1
392,N_donne_dipendenti,184,451.0,1
393,N_donne_dipendenti,185,441.0,1
394,N_donne_dipendenti,186,728.0,1
395,N_donne_dipendenti,187,1773.0,1
396,N_donne_dipendenti,188,1735.0,1
397,N_donne_dipendenti,189,153.0,1
398,N_donne_dipendenti,190,580.0,1
399,N_donne_dipendenti,191,607.0,1
400,N_donne_dipendenti,192,538.0,1
401,N_donne_dipendenti,193,133.0,1
402,N_donne_dipendenti,194,20421.0,1
403,N_donne_dipendenti,195,603.0,1
404,N_donne_dipendenti,196,247.0,1
405,N_donne_dipendenti,197,3115.0,1
406,N_donne_dipendenti,198,445.0,1
407,N_donne_dipendenti,199,539.0,1
408,N_donne_dipendenti,200,493.0,1
409,N_donne_dipendenti,201,207.0,1
410,N_donne_dipendenti,202,8693.0,1
411,N_donne_dipendenti,203,40719.0,1
412,N_donne_dipendenti,204,2396.0,1
413,N_donne_dipendenti,205,6616.0,1
414,N_donne_dipendenti,206,1075.0,1
415,N_donne_dipendenti,207,623.0,1
416,N_donne_dipendenti,208,388.0,1
417,N_donne_dipendenti,209,151.0,1
418,N_donne_dipendenti,210,491.0,1
419,Donne_nel_CdA_(%),1,33.0,1
420,Donne_nel_CdA_(%),2,14.0,1
421,Donne_nel_CdA_(%),3,33.0,1
422,Donne_nel_CdA_(%),4,56.0,1
423,Donne_nel_CdA_(%),5,29.0,1
424,Donne_nel_CdA_(%),6,38.0,1
425,Donne_nel_CdA_(%),7,38.0,1
426,Donne_nel_CdA_(%),8,33.0,1
427,Donne_nel_CdA_(%),9,40.0,1
428,Donne_nel_CdA_(%),10,40.0,1
429,Donne_nel_CdA_(%),11,0.0,1
430,Donne_nel_CdA_(%),12,60.0,1
431,Donne_nel_CdA_(%),13,33.0,1
432,Donne_nel_CdA_(%),14,50.0,1
433,Donne_nel_CdA_(%),15,33.0,1
434,Donne_nel_CdA_(%),16,33.0,1
435,Donne_nel_CdA_(%),17,36.0,1
436,Donne_nel_CdA_(%),18,36.0,1
437,Donne_nel_CdA_(%),19,38.0,1
438,Donne_nel_CdA_(%),20,33.0,1
439,Donne_nel_CdA_(%),21,40.0,1
440,Donne_nel_CdA_(%),22,43.0,1
441,Donne_nel_CdA_(%),24,33.0,1
442,Donne_nel_CdA_(%),25,40.0,1
443,Donne_nel_CdA_(%),26,33.0,1
444,Donne_nel_CdA_(%),27,18.0,1
445,Donne_nel_CdA_(%),28,40.0,1
446,Donne_nel_CdA_(%),29,22.0,1
447,Donne_nel_CdA_(%),30,22.0,1
448,Donne_nel_CdA_(%),31,18.0,1
449,Donne_nel_CdA_(%),32,44.0,1
450,Donne_nel_CdA_(%),33,44.0,1
451,Donne_nel_CdA_(%),34,33.0,1
452,Donne_nel_CdA_(%),35,31.0,1
453,Donne_nel_CdA_(%),36,36.0,1
454,Donne_nel_CdA_(%),37,8.0,1
455,Donne_nel_CdA_(%),38,18.0,1
456,Donne_nel_CdA_(%),39,30.0,1
457,Donne_nel_CdA_(%),40,11.0,1
458,Donne_nel_CdA_(%),41,6.0,1
459,Donne_nel_CdA_(%),42,23.0,1
460,Donne_nel_CdA_(%),43,10.0,1
461,Donne_nel_CdA_(%),44,35.0,1
462,Donne_nel_CdA_(%),45,33.0,1
463,Donne_nel_CdA_(%),46,38.0,1
464,Donne_nel_CdA_(%),48,33.0,1
465,Donne_nel_CdA_(%),49,8.0,1
466,Donne_nel_CdA_(%),50,40.0,1
467,Donne_nel_CdA_(%),51,50.0,1
468,Donne_nel_CdA_(%),52,47.0,1
469,Donne_nel_CdA_(%),53,36.0,1
470,Donne_nel_CdA_(%),54,36.0,1
471,Donne_nel_CdA_(%),57,33.0,1
472,Donne_nel_CdA_(%),58,50.0,1
473,Donne_nel_CdA_(%),59,43.0,1
474,Donne_nel_CdA_(%),60,33.0,1
475,Donne_nel_CdA_(%),61,27.0,1
476,Donne_nel_CdA_(%),62,9.0,1
477,Donne_nel_CdA_(%),63,67.0,1
478,Donne_nel_CdA_(%),64,0.0,1
479,Donne_nel_CdA_(%),65,11.0,1
480,Donne_nel_CdA_(%),66,38.0,1
481,Donne_nel_CdA_(%),67,42.0,1
482,Donne_nel_CdA_(%),68,36.0,1
483,Donne_nel_CdA_(%),69,33.0,1
484,Donne_nel_CdA_(%),70,27.0,1
485,Donne_nel_CdA_(%),73,33.0,1
486,Donne_nel_CdA_(%),74,47.0,1
487,Donne_nel_CdA_(%),75,33.0,1
488,Donne_nel_CdA_(%),76,43.0,1
489,Donne_nel_CdA_(%),77,33.0,1
490,Donne_nel_CdA_(%),78,33.0,1
491,Donne_nel_CdA_(%),79,50.0,1
492,Donne_nel_CdA_(%),80,40.0,1
493,Donne_nel_CdA_(%),81,33.0,1
494,Donne_nel_CdA_(%),82,33.0,1
495,Donne_nel_CdA_(%),83,22.0,1
496,Donne_nel_CdA_(%),84,40.0,1
497,Donne_nel_CdA_(%),85,33.0,1
498,Donne_nel_CdA_(%),86,10.0,1
499,Donne_nel_CdA_(%),87,33.0,1
500,Donne_nel_CdA_(%),88,38.0,1
501,Donne_nel_CdA_(%),89,38.0,1
502,Donne_nel_CdA_(%),90,33.0,1
503,Donne_nel_CdA_(%),91,33.0,1
504,Donne_nel_CdA_(%),92,33.0,1
505,Donne_nel_CdA_(%),93,33.0,1
506,Donne_nel_CdA_(%),94,42.0,1
507,Donne_nel_CdA_(%),95,20.0,1
508,Donne_nel_CdA_(%),96,38.0,1
509,Donne_nel_CdA_(%),97,33.0,1
510,Donne_nel_CdA_(%),98,20.0,1
511,Donne_nel_CdA_(%),99,25.0,1
512,Donne_nel_CdA_(%),100,43.0,1
513,Donne_nel_CdA_(%),101,44.0,1
514,Donne_nel_CdA_(%),102,50.0,1
515,Donne_nel_CdA_(%),103,38.0,1
516,Donne_nel_CdA_(%),104,40.0,1
517,Donne_nel_CdA_(%),105,55.0,1
518,Donne_nel_CdA_(%),106,21.0,1
519,Donne_nel_CdA_(%),107,33.0,1
520,Donne_nel_CdA_(%),108,40.0,1
521,Donne_nel_CdA_(%),109,14.0,1
522,Donne_nel_CdA_(%),110,33.0,1
523,Donne_nel_CdA_(%),111,22.0,1
524,Donne_nel_CdA_(%),113,33.0,1
525,Donne_nel_CdA_(%),114,36.0,1
526,Donne_nel_CdA_(%),115,0.0,1
527,Donne_nel_CdA_(%),116,16.0,1
528,Donne_nel_CdA_(%),117,36.0,1
529,Donne_nel_CdA_(%),118,27.0,1
530,Donne_nel_CdA_(%),119,0.0,1
531,Donne_nel_CdA_(%),120,30.0,1
532,Donne_nel_CdA_(%),121,45.0,1
533,Donne_nel_CdA_(%),122,27.0,1
534,Donne_nel_CdA_(%),123,5.0,1
535,Donne_nel_CdA_(%),124,37.0,1
536,Donne_nel_CdA_(%),125,13.0,1
537,Donne_nel_CdA_(%),126,23.0,1
538,Donne_nel_CdA_(%),127,36.0,1
539,Donne_nel_CdA_(%),128,33.0,1
540,Donne_nel_CdA_(%),129,19.0,1
541,Donne_nel_CdA_(%),130,36.0,1
542,Donne_nel_CdA_(%),131,14.0,1
543,Donne_nel_CdA_(%),132,9.0,1
544,Donne_nel_CdA_(%),133,8.0,1
545,Donne_nel_CdA_(%),134,33.0,1
546,Donne_nel_CdA_(%),135,33.0,1
547,Donne_nel_CdA_(%),136,33.0,1
548,Donne_nel_CdA_(%),137,33.0,1
549,Donne_nel_CdA_(%),138,44.0,1
550,Donne_nel_CdA_(%),139,33.0,1
551,Donne_nel_CdA_(%),140,44.0,1
552,Donne_nel_CdA_(%),141,33.0,1
553,Donne_nel_CdA_(%),142,33.0,1
554,Donne_nel_CdA_(%),143,43.0,1
555,Donne_nel_CdA_(%),144,33.0,1
556,Donne_nel_CdA_(%),145,36.0,1
557,Donne_nel_CdA_(%),146,33.0,1
558,Donne_nel_CdA_(%),147,38.0,1
559,Donne_nel_CdA_(%),148,31.0,1
560,Donne_nel_CdA_(%),149,11.0,1
561,Donne_nel_CdA_(%),150,22.0,1
562,Donne_nel_CdA_(%),151,33.0,1
563,Donne_nel_CdA_(%),152,33.0,1
564,Donne_nel_CdA_(%),153,40.0,1
565,Donne_nel_CdA_(%),154,33.0,1
566,Donne_nel_CdA_(%),155,33.0,1
567,Donne_nel_CdA_(%),156,29.0,1
568,Donne_nel_CdA_(%),157,43.0,1
569,Donne_nel_CdA_(%),158,27.0,1
570,Donne_nel_CdA_(%),159,44.0,1
571,Donne_nel_CdA_(%),160,36.0,1
572,Donne_nel_CdA_(%),161,42.0,1
573,Donne_nel_CdA_(%),162,29.0,1
574,Donne_nel_CdA_(%),163,44.0,1
575,Donne_nel_CdA_(%),164,33.0,1
576,Donne_nel_CdA_(%),165,33.0,1
577,Donne_nel_CdA_(%),166,0.0,1
578,Donne_nel_CdA_(%),168,43.0,1
579,Donne_nel_CdA_(%),169,33.0,1
580,Donne_nel_CdA_(%),170,33.0,1
581,Donne_nel_CdA_(%),171,33.0,1
582,Donne_nel_CdA_(%),173,44.0,1
583,Donne_nel_CdA_(%),174,33.0,1
584,Donne_nel_CdA_(%),175,38.0,1
585,Donne_nel_CdA_(%),176,33.0,1
586,Donne_nel_CdA_(%),177,19.0,1
587,Donne_nel_CdA_(%),178,43.0,1
588,Donne_nel_CdA_(%),179,29.0,1
589,Donne_nel_CdA_(%),180,36.0,1
590,Donne_nel_CdA_(%),181,38.0,1
591,Donne_nel_CdA_(%),182,22.0,1
592,Donne_nel_CdA_(%),183,40.0,1
593,Donne_nel_CdA_(%),184,43.0,1
594,Donne_nel_CdA_(%),185,33.0,1
595,Donne_nel_CdA_(%),186,35.0,1
596,Donne_nel_CdA_(%),187,38.0,1
597,Donne_nel_CdA_(%),188,55.0,1
598,Donne_nel_CdA_(%),189,29.0,1
599,Donne_nel_CdA_(%),190,27.0,1
600,Donne_nel_CdA_(%),191,36.0,1
601,Donne_nel_CdA_(%),192,44.0,1
602,Donne_nel_CdA_(%),193,50.0,1
603,Donne_nel_CdA_(%),194,40.0,1
604,Donne_nel_CdA_(%),195,45.0,1
605,Donne_nel_CdA_(%),196,36.0,1
606,Donne_nel_CdA_(%),197,33.0,1
607,Donne_nel_CdA_(%),198,33.0,1
608,Donne_nel_CdA_(%),199,33.0,1
609,Donne_nel_CdA_(%),200,36.0,1
610,Donne_nel_CdA_(%),201,29.0,1
611,Donne_nel_CdA_(%),203,36.0,1
612,Donne_nel_CdA_(%),204,44.0,1
613,Donne_nel_CdA_(%),205,35.0,1
614,Donne_nel_CdA_(%),206,55.0,1
615,Donne_nel_CdA_(%),207,33.0,1
616,Donne_nel_CdA_(%),208,40.0,1
